word,frequency_in_target,frequency_in_reference,in_reference,lexical_confidence
moedicheit,1,3,True,0.1156
moedigen,1,0,False,0.0000
moediger,1,0,False,0.0000
moeghen,1,93,True,0.3790
moettij,1,0,False,0.0000
mogen,1,875,True,0.5652
moienisse,1,0,False,0.0000
moij,1,0,False,0.0000
moijelic,1,0,False,0.0000
moijelicheit,1,0,False,0.0000
moijelicken,1,0,False,0.0000
moijlick,1,0,False,0.0000
mollenbeck,1,0,False,0.0000
mollicken,1,0,False,0.0000
monica,1,0,False,0.0000
monnick,1,4,True,0.1342
monster,1,4,True,0.1342
mor,1,2,True,0.0916
morgens,1,97,True,0.3824
mormeerierden,1,0,False,0.0000
mormeeriert,1,0,False,0.0000
mormerachsie,1,0,False,0.0000
mormerassie,1,0,False,0.0000
mormerierden,1,4,True,0.1342
moy,1,1,True,0.0578
moyden,1,0,False,0.0000
moyelic,1,0,False,0.0000
moyelicke,1,0,False,0.0000
moyenisse,1,2,True,0.0916
muere,1,20,True,0.2540
muijshoel,1,0,False,0.0000
murre,1,0,False,0.0000
myddellen,1,0,False,0.0000
myddernacht,1,0,False,0.0000
mynen,1,139,True,0.4122
mynlicke,1,0,False,0.0000
mynlicken,1,0,False,0.0000
mynnden,1,0,False,0.0000
mynnende,1,0,False,0.0000
mynnenden,1,0,False,0.0000
mynnlic,1,0,False,0.0000
mynnre,1,0,False,0.0000
myns,1,60,True,0.3429
mynste,1,8,True,0.1833
mynster,1,0,False,0.0000
mys,1,0,False,0.0000
mystroestich,1,0,False,0.0000
mysviel,1,0,False,0.0000
mytter,1,18,True,0.2456
nacket,1,0,False,0.0000
nacten,1,0,False,0.0000
nactheit,1,0,False,0.0000
nader,1,369,True,0.4933
naemen,1,5,True,0.1495
naest,1,94,True,0.3799
naeste,1,55,True,0.3358
nagelen,1,45,True,0.3194
nammes,1,0,False,0.0000
nasen,1,31,True,0.2891
naste,1,4,True,0.1342
natuere,1,370,True,0.4935
natuerlicker,1,0,False,0.0000
nedergeslagen,1,0,False,0.0000
nederheit,1,57,True,0.3387
nedijt,1,0,False,0.0000
neerstelick,1,1,True,0.0578
neerstich,1,7,True,0.1735
negen,1,24,True,0.2685
neien,1,0,False,0.0000
neigden,1,0,False,0.0000
neigeden,1,0,False,0.0000
neij,1,0,False,0.0000
neijgdi,1,0,False,0.0000
neijster,1,0,False,0.0000
neister,1,0,False,0.0000
nemelicheit,1,0,False,0.0000
nemer,1,2,True,0.0916
ner,1,0,False,0.0000
nerige,1,0,False,0.0000
nerijge,1,0,False,0.0000
nernstelic,1,6,True,0.1623
nerstelich,1,0,False,0.0000
nerstige,1,0,False,0.0000
neste,1,9,True,0.1921
neygelicheit,1,0,False,0.0000
nichte,1,46,True,0.3212
nie,1,138,True,0.4116
niemants,1,8,True,0.1833
niement,1,264,True,0.4654
nij,1,0,False,0.0000
nijes,1,1,True,0.0578
nijlijnge,1,0,False,0.0000
nimmeghen,1,7,True,0.1735
nnmmermeer,1,0,False,0.0000
nochte,1,2,True,0.0916
noechte,1,0,False,0.0000
noeder,1,1,True,0.0578
noehtant,1,0,False,0.0000
noetdroeffelicheit,1,0,False,0.0000
noetdrofte,1,0,False,0.0000
noetdruft,1,2,True,0.0916
none,1,5,True,0.1495
nonnen,1,33,True,0.2941
notdroeftich,1,0,False,0.0000
numme,1,0,False,0.0000
nummeer,1,5,True,0.1495
nummeermeer,1,0,False,0.0000
nummeermer,1,0,False,0.0000
nummprmeer,1,0,False,0.0000
numroeermer,1,0,False,0.0000
nurnrnermeer,1,0,False,0.0000
nuroroeermeer,1,0,False,0.0000
nurorop,1,0,False,0.0000
nutter,1,22,True,0.2615
nyckodemusken,1,0,False,0.0000
nyemant,1,256,True,0.4629
ock,1,0,False,0.0000
oech,1,7,True,0.1735
oeffende,1,4,True,0.1342
oeffeninge,1,2,True,0.0916
oeffeninghe,1,10,True,0.2000
oeffiscien,1,0,False,0.0000
oeffyscij,1,0,False,0.0000
oeft,1,1,True,0.0578
oelde,1,1,True,0.0578
oelder,1,0,False,0.0000
oelderdom,1,0,False,0.0000
oelste,1,0,False,0.0000
oerberlic,1,11,True,0.2073
oerberlicke,1,0,False,0.0000
oerde,1,12,True,0.2140
oerdels,1,16,True,0.2363
oerdelt,1,11,True,0.2073
oerdenierde,1,0,False,0.0000
oerdenierden,1,0,False,0.0000
oerflof,1,0,False,0.0000
oerloch,1,1,True,0.0578
oerloefden,1,0,False,0.0000
oerre,1,27,True,0.2780
oers,1,8,True,0.1833
oersaken,1,11,True,0.2073
oesten,1,28,True,0.2809
oetmochdicheit,1,0,False,0.0000
oetmoecligher,1,0,False,0.0000
oetmoed,1,0,False,0.0000
oetmoedicheits,1,1,True,0.0578
oetmoedicher,1,0,False,0.0000
oetmoedichge,1,0,False,0.0000
oetmoedichste,1,3,True,0.1156
oetmoedighen,1,39,True,0.3077
oetmoetdich,1,0,False,0.0000
oetmoetelick,1,0,False,0.0000
oetnodich,1,0,False,0.0000
offenige,1,0,False,0.0000
offenighe,1,0,False,0.0000
offer,1,92,True,0.3781
offi,1,0,False,0.0000
offijssien,1,0,False,0.0000
offiscien,1,0,False,0.0000
offisie,1,0,False,0.0000
offisse,1,0,False,0.0000
offissie,1,0,False,0.0000
offissien,1,0,False,0.0000
offyscien,1,0,False,0.0000
ogeblick,1,0,False,0.0000
ogenblick,1,2,True,0.0916
oges,1,1,True,0.0578
ohannes,1,0,False,0.0000
olders,1,6,True,0.1623
olij,1,34,True,0.2966
olijueten,1,0,False,0.0000
olt,1,8,True,0.1833
oltheiden,1,1,True,0.0578
olyueten,1,0,False,0.0000
omgans,1,0,False,0.0000
omgijnck,1,0,False,0.0000
omkieren,1,0,False,0.0000
omme,1,3816,True,0.6879
omt,1,9,True,0.1921
omtrijent,1,0,False,0.0000
omtryent,1,0,False,0.0000
onbedacht,1,0,False,0.0000
onbedecktelick,1,0,False,0.0000
onbegangen,1,0,False,0.0000
onbegerlic,1,0,False,0.0000
onbegerlicheit,1,0,False,0.0000
onbegrieppelicke,1,0,False,0.0000
onbegripelick,1,0,False,0.0000
onbegrippelicke,1,0,False,0.0000
onbeheyn,1,0,False,0.0000
onbehoerlick,1,0,False,0.0000
onbehueden,1,0,False,0.0000
onbekant,1,3,True,0.1156
onbekenden,1,2,True,0.0916
onbekentheit,1,1,True,0.0578
onbekront,1,0,False,0.0000
onbeleeftheit,1,0,False,0.0000
onbequaem,1,11,True,0.2073
onbereitheit,1,0,False,0.0000
onberen,1,0,False,0.0000
onbericht,1,1,True,0.0578
onbermhertich,1,0,False,0.0000
onbesat,1,0,False,0.0000
onbesorde,1,0,False,0.0000
onbesorget,1,2,True,0.0916
onbevlecten,1,3,True,0.1156
onboer,1,0,False,0.0000
onboetet,1,0,False,0.0000
onbonden,1,5,True,0.1495
onbracht,1,0,False,0.0000
onbrake,1,0,False,0.0000
oncostel,1,0,False,0.0000
oncostelt,1,0,False,0.0000
onderdaen,1,89,True,0.3753
onderdanichlick,1,0,False,0.0000
ondereen,1,1,True,0.0578
onderhielde,1,0,False,0.0000
ondermalckan,1,0,False,0.0000
ondersaet,1,3,True,0.1156
ondersaeten,1,0,False,0.0000
ondersatten,1,0,False,0.0000
onderscheidenheit,1,2,True,0.0916
onderseggen,1,0,False,0.0000
ondersocht,1,16,True,0.2363
onderstaens,1,0,False,0.0000
onderstentdes,1,0,False,0.0000
onderster,1,5,True,0.1495
ondertijde,1,0,False,0.0000
ondertrouwet,1,5,True,0.1495
ondervant,1,2,True,0.0916
onderwisen,1,7,True,0.1735
onderworpenheit,1,3,True,0.1156
ondoerste,1,0,False,0.0000
ondoersten,1,0,False,0.0000
oneer,1,13,True,0.2201
oneyndelicke,1,0,False,0.0000
onfangen,1,1,True,0.0578
onfenckenisse,1,0,False,0.0000
onfijnck,1,0,False,0.0000
onfructende,1,0,False,0.0000
onfuncken,1,0,False,0.0000
ongadelicheit,1,0,False,0.0000
ongehafwent,1,0,False,0.0000
ongeholpen,1,2,True,0.0916
ongeistelike,1,0,False,0.0000
ongeleerden,1,2,True,0.0916
ongelic,1,13,True,0.2201
ongelicheit,1,3,True,0.1156
ongelickes,1,0,False,0.0000
ongelijcken,1,0,False,0.0000
ongelike,1,7,True,0.1735
ongeloefelick,1,0,False,0.0000
ongeloeffelic,1,0,False,0.0000
ongeloeffelick,1,0,False,0.0000
ongenochte,1,0,False,0.0000
ongeordenierder,1,0,False,0.0000
ongep,1,0,False,0.0000
ongerack,1,0,False,0.0000
ongeschiect,1,0,False,0.0000
ongestoruenre,1,0,False,0.0000
ongetaghen,1,0,False,0.0000
ongevijnst,1,0,False,0.0000
ongheleert,1,15,True,0.2313
onghenocht,1,0,False,0.0000
onghenucht,1,0,False,0.0000
ongoddienstich,1,0,False,0.0000
ongunst,1,0,False,0.0000
onkustelen,1,0,False,0.0000
onleden,1,15,True,0.2313
onlijdelicheit,1,0,False,0.0000
onlijdesam,1,0,False,0.0000
onlustich,1,1,True,0.0578
onmannierlicker,1,0,False,0.0000
onmechtich,1,4,True,0.1342
onmijnlic,1,0,False,0.0000
onmijnlick,1,0,False,0.0000
onmijnne,1,0,False,0.0000
onmogelicke,1,0,False,0.0000
onnoesel,1,31,True,0.2891
onnoselheit,1,50,True,0.3280
onnossel,1,0,False,0.0000
onnuttelick,1,1,True,0.0578
onnutter,1,7,True,0.1735
onraet,1,0,False,0.0000
onrechtes,1,1,True,0.0578
onrechts,1,2,True,0.0916
onreijnelixsten,1,0,False,0.0000
onreijnste,1,0,False,0.0000
onreynelick,1,0,False,0.0000
onreynen,1,16,True,0.2363
onreynnicheit,1,0,False,0.0000
onreynste,1,4,True,0.1342
onruste,1,4,True,0.1342
onrusten,1,3,True,0.1156
onsecker,1,0,False,0.0000
onsere,1,0,False,0.0000
onsoeckelick,1,0,False,0.0000
onspreckelicke,1,0,False,0.0000
onsteken,1,38,True,0.3056
onsuckelic,1,0,False,0.0000
ontbaden,1,0,False,0.0000
ontboer,1,0,False,0.0000
ontbrak,1,0,False,0.0000
ontbraken,1,1,True,0.0578
ontellike,1,19,True,0.2499
ontfaengen,1,0,False,0.0000
ontfanck,1,6,True,0.1623
ontfangenisse,1,3,True,0.1156
ontfangijnge,1,0,False,0.0000
ontfanige,1,0,False,0.0000
ontfenck,1,17,True,0.2411
ontfermt,1,43,True,0.3157
ontfijnget,1,0,False,0.0000
ontfijnt,1,0,False,0.0000
ontfructen,1,0,False,0.0000
ontfyngen,1,0,False,0.0000
ontgeisten,1,0,False,0.0000
ontgeistinghe,1,0,False,0.0000
onthilt,1,7,True,0.1735
onthoch,1,0,False,0.0000
onthoefdinghe,1,1,True,0.0578
onthoerden,1,0,False,0.0000
ontidige,1,0,False,0.0000
ontijdigen,1,0,False,0.0000
ontijtelicke,1,0,False,0.0000
ontijtelickes,1,0,False,0.0000
ontijttelicheit,1,0,False,0.0000
ontlasten,1,1,True,0.0578
ontnamen,1,0,False,0.0000
ontriet,1,7,True,0.1735
ontrouwe,1,69,True,0.3544
ontsacht,1,0,False,0.0000
ontsat,1,0,False,0.0000
ontschuldich,1,9,True,0.1921
ontschuldighen,1,1,True,0.0578
ontseckerheit,1,0,False,0.0000
ontseidet,1,3,True,0.1156
ontsich,1,10,True,0.2000
ontsichgelick,1,0,False,0.0000
ontsiende,1,13,True,0.2201
ontslaepen,1,0,False,0.0000
ontslapen,1,14,True,0.2259
ontsloten,1,13,True,0.2201
ontsprongen,1,5,True,0.1495
ontsticht,1,0,False,0.0000
onttrect,1,2,True,0.0916
ontvoere,1,0,False,0.0000
ontwakende,1,0,False,0.0000
ontyttelic,1,0,False,0.0000
onvast,1,0,False,0.0000
onver,1,0,False,0.0000
onverandert,1,0,False,0.0000
onverdrachgelic,1,0,False,0.0000
onverdrachgelicke,1,0,False,0.0000
onverduldicheit,1,2,True,0.0916
onverduldicht,1,0,False,0.0000
onverganckelicke,1,0,False,0.0000
onverganckelike,1,1,True,0.0578
onverganclicke,1,0,False,0.0000
onvermoedelick,1,0,False,0.0000
onversciert,1,0,False,0.0000
onverwonnen,1,4,True,0.1342
onvolcomen,1,16,True,0.2363
onvolcommenheit,1,0,False,0.0000
onvolcommenste,1,0,False,0.0000
onwege,1,0,False,0.0000
onweghe,1,2,True,0.0916
onwijs,1,6,True,0.1623
onwillen,1,1,True,0.0578
opblasen,1,1,True,0.0578
opdat,1,569,True,0.5293
opgerichten,1,0,False,0.0000
opgeuoedet,1,0,False,0.0000
opgeuoet,1,0,False,0.0000
ophalden,1,2,True,0.0916
opheefinge,1,0,False,0.0000
ophelpen,1,0,False,0.0000
oprechte,1,1,True,0.0578
opsien,1,13,True,0.2201
opstae,1,0,False,0.0000
opstaet,1,11,True,0.2073
opstan,1,0,False,0.0000
opstonden,1,5,True,0.1495
opstont,1,12,True,0.2140
opvaert,1,37,True,0.3034
opvoeden,1,6,True,0.1623
orberlic,1,15,True,0.2313
ordel,1,59,True,0.3415
ordels,1,17,True,0.2411
ordenieren,1,0,False,0.0000
oren,1,280,True,0.4703
ouerkock,1,0,False,0.0000
ouerrock,1,0,False,0.0000
paer,1,29,True,0.2837
pallen,1,0,False,0.0000
palmen,1,70,True,0.3556
pant,1,18,True,0.2456
pappiers,1,1,True,0.0578
parse,1,1,True,0.0578
passches,1,0,False,0.0000
pasten,1,0,False,0.0000
pastoer,1,2,True,0.0916
pateronen,1,0,False,0.0000
patronen,1,3,True,0.1156
pauwela,1,0,False,0.0000
pauwels,1,115,True,0.3965
peel,1,0,False,0.0000
peelsen,1,0,False,0.0000
pelgrimaedsen,1,1,True,0.0578
penitencien,1,269,True,0.4670
pennijnck,1,0,False,0.0000
penninck,1,17,True,0.2411
pensden,1,3,True,0.1156
peren,1,14,True,0.2259
perfectelick,1,0,False,0.0000
perikel,1,40,True,0.3098
personne,1,0,False,0.0000
pijndent,1,0,False,0.0000
pijnlicheit,1,4,True,0.1342
pijnlick,1,4,True,0.1342
pijnsden,1,0,False,0.0000
pijnsenden,1,0,False,0.0000
pijnt,1,55,True,0.3358
pijpe,1,2,True,0.0916
plaegen,1,0,False,0.0000
plage,1,27,True,0.2780
plagent,1,0,False,0.0000
planck,1,0,False,0.0000
plankens,1,0,False,0.0000
plaster,1,129,True,0.4060
plecht,1,22,True,0.2615
plegden,1,0,False,0.0000
pleget,1,51,True,0.3296
ploech,1,18,True,0.2456
plom,1,0,False,0.0000
polsens,1,0,False,0.0000
poncianus,1,1,True,0.0578
porte,1,36,True,0.3012
potta,1,0,False,0.0000
potten,1,15,True,0.2313
prast,1,0,False,0.0000
predicacie,1,7,True,0.1735
prediken,1,74,True,0.3601
prefessie,1,0,False,0.0000
prefit,1,0,False,0.0000
prefittelic,1,0,False,0.0000
preiken,1,0,False,0.0000
prince,1,200,True,0.4424
prinsche,1,0,False,0.0000
prinsse,1,0,False,0.0000
priselick,1,0,False,0.0000
prisen,1,72,True,0.3579
proeffijt,1,0,False,0.0000
proeffittelic,1,0,False,0.0000
proefittelic,1,0,False,0.0000
profentierden,1,0,False,0.0000
professien,1,7,True,0.1735
professije,1,0,False,0.0000
proffessie,1,0,False,0.0000
proffiet,1,0,False,0.0000
proffitelick,1,0,False,0.0000
proffittelic,1,0,False,0.0000
profit,1,0,False,0.0000
profittelic,1,0,False,0.0000
prolog,1,0,False,0.0000
prologus,1,5,True,0.1495
proper,1,59,True,0.3415
prophet,1,0,False,0.0000
prottelich,1,0,False,0.0000
pruefden,1,1,True,0.0578
prueuen,1,1,True,0.0578
pruewen,1,0,False,0.0000
pruwen,1,0,False,0.0000
prynce,1,0,False,0.0000
psalme,1,8,True,0.1833
puerheit,1,58,True,0.3401
punte,1,37,True,0.3034
puntelicheit,1,0,False,0.0000
pynde,1,2,True,0.0916
quackelinghe,1,0,False,0.0000
quades,1,22,True,0.2615
quaetheit,1,333,True,0.4847
quakelinge,1,0,False,0.0000
quame,1,129,True,0.4060
quamt,1,8,True,0.1833
quarn,1,0,False,0.0000
quellic,1,6,True,0.1623
quellicker,1,0,False,0.0000
quellixs,1,0,False,0.0000
quessen,1,1,True,0.0578
quyt,1,23,True,0.2651
rach,1,1,True,0.0578
raedende,1,0,False,0.0000
raets,1,78,True,0.3645
rappen,1,1,True,0.0578
rbans,1,0,False,0.0000
recarassen,1,0,False,0.0000
rechant,1,0,False,0.0000
rechtervoert,1,0,False,0.0000
rechtuerdelicke,1,0,False,0.0000
rechtuerdige,1,2,True,0.0916
rechtuerdigen,1,5,True,0.1495
rechtuerdighen,1,9,True,0.1921
recken,1,28,True,0.2809
reckendes,1,0,False,0.0000
reckenscap,1,0,False,0.0000
recten,1,2,True,0.0916
redelick,1,6,True,0.1623
regelier,1,0,False,0.0000
regement,1,13,True,0.2201
reghel,1,56,True,0.3372
regiement,1,0,False,0.0000
regiereden,1,0,False,0.0000
regiester,1,0,False,0.0000
regnierden,1,0,False,0.0000
reicten,1,0,False,0.0000
reide,1,1,True,0.0578
reiden,1,1,True,0.0578
reigements,1,0,False,0.0000
reigiement,1,0,False,0.0000
reigiements,1,0,False,0.0000
reigiert,1,0,False,0.0000
reigiment,1,0,False,0.0000
reijgiements,1,0,False,0.0000
reijne,1,0,False,0.0000
reijnichden,1,0,False,0.0000
reijnre,1,1,True,0.0578
reijse,1,0,False,0.0000
reijsen,1,0,False,0.0000
reisen,1,24,True,0.2685
rekendent,1,1,True,0.0578
rekenen,1,50,True,0.3280
rekenighe,1,0,False,0.0000
rekenijnge,1,0,False,0.0000
rekreascie,1,0,False,0.0000
relicquien,1,0,False,0.0000
relicquijen,1,0,False,0.0000
religiose,1,7,True,0.1735
religosen,1,0,False,0.0000
renen,1,1,True,0.0578
reuerencie,1,4,True,0.1342
reventer,1,0,False,0.0000
reynner,1,0,False,0.0000
richt,1,3,True,0.1156
rickelick,1,0,False,0.0000
rickheit,1,0,False,0.0000
riechten,1,0,False,0.0000
riecke,1,0,False,0.0000
riecsten,1,0,False,0.0000
riede,1,8,True,0.1833
rief,1,0,False,0.0000
riefue,1,0,False,0.0000
riepelick,1,0,False,0.0000
rieppelic,1,0,False,0.0000
rieslant,1,0,False,0.0000
rijchdommen,1,0,False,0.0000
rijckelicken,1,0,False,0.0000
rijden,1,80,True,0.3666
rijep,1,0,False,0.0000
rijepheit,1,0,False,0.0000
rijeppelick,1,0,False,0.0000
rijnck,1,0,False,0.0000
rijppelick,1,0,False,0.0000
rijpper,1,0,False,0.0000
ripelick,1,0,False,0.0000
riue,1,3,True,0.1156
rmer,1,0,False,0.0000
robsaet,1,0,False,0.0000
rockende,1,0,False,0.0000
rocsken,1,0,False,0.0000
rode,1,208,True,0.4456
roeck,1,33,True,0.2941
roede,1,173,True,0.4303
roeden,1,85,True,0.3716
roef,1,68,True,0.3532
roek,1,1,True,0.0578
roeke,1,56,True,0.3372
roelken,1,0,False,0.0000
roeme,1,1,True,0.0578
roept,1,81,True,0.3676
roese,1,2,True,0.0916
roesen,1,6,True,0.1623
rotten,1,30,True,0.2864
rouwelicheit,1,0,False,0.0000
rouwelicker,1,0,False,0.0000
ruckende,1,1,True,0.0578
ruckent,1,0,False,0.0000
rucket,1,0,False,0.0000
ruddicheit,1,0,False,0.0000
ruerden,1,0,False,0.0000
rumden,1,0,False,0.0000
runtvleische,1,0,False,0.0000
ruste,1,239,True,0.4572
rustichge,1,0,False,0.0000
ryep,1,0,False,0.0000
sacht,1,73,True,0.3590
sachtmoedichghen,1,0,False,0.0000
sachtmoedige,1,2,True,0.0916
sachtmoedigen,1,2,True,0.0916
sachtmoedighe,1,12,True,0.2140
sachtmoedighen,1,4,True,0.1342
sacramentelicke,1,0,False,0.0000
sacramentes,1,1,True,0.0578
saeldi,1,0,False,0.0000
saghe,1,52,True,0.3312
saldi,1,8,True,0.1833
salet,1,0,False,0.0000
salicheiden,1,10,True,0.2000
salichlick,1,1,True,0.0578
salichlicke,1,0,False,0.0000
salighen,1,28,True,0.2809
sallet,1,1,True,0.0578
salmen,1,965,True,0.5733
salste,1,62,True,0.3456
salter,1,7,True,0.1735
saluen,1,25,True,0.2718
samheit,1,0,False,0.0000
samicheit,1,0,False,0.0000
sammelinge,1,0,False,0.0000
sanc,1,93,True,0.3790
sanden,1,2,True,0.0916
sandet,1,0,False,0.0000
saten,1,194,True,0.4398
scallixs,1,0,False,0.0000
scamden,1,1,True,0.0578
scandelsierden,1,0,False,0.0000
scape,1,42,True,0.3137
scapen,1,110,True,0.3928
scelencien,1,0,False,0.0000
scerpelick,1,0,False,0.0000
schadelick,1,0,False,0.0000
schadelicken,1,0,False,0.0000
schaden,1,31,True,0.2891
schadet,1,1,True,0.0578
schaersteen,1,0,False,0.0000
schallicken,1,0,False,0.0000
schalt,1,0,False,0.0000
scham,1,0,False,0.0000
schamen,1,28,True,0.2809
schande,1,86,True,0.3725
schandelsierden,1,0,False,0.0000
schandelsieren,1,0,False,0.0000
schap,1,0,False,0.0000
schape,1,10,True,0.2000
schapen,1,3,True,0.1156
scheep,1,1,True,0.0578
scheij,1,0,False,0.0000
scheldende,1,2,True,0.0916
schem,1,0,False,0.0000
schemmel,1,0,False,0.0000
schempten,1,0,False,0.0000
scher,1,0,False,0.0000
scheraphijn,1,0,False,0.0000
schercamer,1,0,False,0.0000
scheren,1,6,True,0.1623
scherpeheit,1,0,False,0.0000
scherpelicke,1,0,False,0.0000
scherpste,1,0,False,0.0000
schiempelick,1,0,False,0.0000
schienen,1,1,True,0.0578
schient,1,2,True,0.0916
schijnbaerlicke,1,0,False,0.0000
schoelder,1,0,False,0.0000
schoenen,1,16,True,0.2363
schoenheit,1,32,True,0.2917
schoenten,1,0,False,0.0000
schol,1,0,False,0.0000
scholders,1,0,False,0.0000
schonre,1,9,True,0.1921
schorttel,1,0,False,0.0000
schotbelde,1,0,False,0.0000
schottelen,1,1,True,0.0578
schouwelick,1,0,False,0.0000
schreien,1,0,False,0.0000
schreiende,1,0,False,0.0000
schreijden,1,0,False,0.0000
schreijens,1,0,False,0.0000
schrief,1,0,False,0.0000
schriefster,1,0,False,0.0000
schrieppeloesheit,1,0,False,0.0000
schrieuens,1,0,False,0.0000
schriftueren,1,1,True,0.0578
schrijen,1,0,False,0.0000
schrippeloes,1,0,False,0.0000
schrippelos,1,0,False,0.0000
schrippelosheit,1,0,False,0.0000
schryppelos,1,0,False,0.0000
schulder,1,2,True,0.0916
schup,1,0,False,0.0000
scien,1,1,True,0.0578
scierheit,1,3,True,0.1156
scortel,1,0,False,0.0000
screiens,1,3,True,0.1156
scrippel,1,0,False,0.0000
scrippeloesheit,1,0,False,0.0000
scrippelos,1,0,False,0.0000
sechsken,1,0,False,0.0000
secht,1,31,True,0.2891
secken,1,0,False,0.0000
secker,1,0,False,0.0000
seckerheit,1,0,False,0.0000
seckerlic,1,0,False,0.0000
seckerlicke,1,0,False,0.0000
seckerlicken,1,0,False,0.0000
sedberheit,1,0,False,0.0000
sedberlick,1,0,False,0.0000
sedde,1,0,False,0.0000
seddeberlick,1,0,False,0.0000
seddelick,1,0,False,0.0000
seddichden,1,0,False,0.0000
seder,1,33,True,0.2941
seecker,1,0,False,0.0000
seedden,1,0,False,0.0000
seeraphijn,1,0,False,0.0000
seere,1,268,True,0.4667
seericheit,1,8,True,0.1833
seet,1,732,True,0.5503
seetten,1,0,False,0.0000
sege,1,24,True,0.2685
segge,1,189,True,0.4377
seggenden,1,0,False,0.0000
seguwijt,1,0,False,0.0000
seigeden,1,0,False,0.0000
selencie,1,0,False,0.0000
self,1,167,True,0.4274
seluens,1,0,False,0.0000
semelick,1,0,False,0.0000
sep,1,0,False,0.0000
serafyn,1,0,False,0.0000
seraphyn,1,0,False,0.0000
sericheit,1,9,True,0.1921
sermoen,1,61,True,0.3443
sermonen,1,13,True,0.2201
serre,1,0,False,0.0000
seuende,1,27,True,0.2780
seuenden,1,6,True,0.1623
sicheiden,1,0,False,0.0000
sicke,1,0,False,0.0000
sickeit,1,0,False,0.0000
sickelicke,1,0,False,0.0000
sickenhuijs,1,0,False,0.0000
sickewarster,1,0,False,0.0000
sickten,1,0,False,0.0000
sieckeit,1,0,False,0.0000
sieckheit,1,0,False,0.0000
sieclien,1,0,False,0.0000
siecte,1,49,True,0.3263
siekenhuijs,1,0,False,0.0000
siempel,1,0,False,0.0000
sienicheit,1,0,False,0.0000
sienlicker,1,0,False,0.0000
sieren,1,2,True,0.0916
siert,1,3,True,0.1156
sijch,1,0,False,0.0000
sijcken,1,0,False,0.0000
sijddi,1,0,False,0.0000
sijen,1,1,True,0.0578
sijmpelic,1,0,False,0.0000
sijmpellen,1,0,False,0.0000
sijmpellick,1,0,False,0.0000
sijmpelsten,1,0,False,0.0000
sijnghen,1,1,True,0.0578
sijnlicheit,1,0,False,0.0000
sijtkussen,1,0,False,0.0000
slach,1,131,True,0.4073
slaech,1,0,False,0.0000
slaeperich,1,1,True,0.0578
slaepet,1,0,False,0.0000
slaet,1,192,True,0.4390
slangen,1,27,True,0.2780
slapti,1,0,False,0.0000
slechte,1,25,True,0.2718
slechtelick,1,0,False,0.0000
slectelick,1,0,False,0.0000
slept,1,1,True,0.0578
slickericheit,1,0,False,0.0000
slijckich,1,1,True,0.0578
sloederich,1,0,False,0.0000
sloesen,1,0,False,0.0000
sloetsen,1,0,False,0.0000
slot,1,70,True,0.3556
slutten,1,0,False,0.0000
smacket,1,0,False,0.0000
smakelick,1,0,False,0.0000
smeiker,1,0,False,0.0000
smelich,1,0,False,0.0000
snel,1,83,True,0.3696
snijeden,1,0,False,0.0000
snoesten,1,0,False,0.0000
snoste,1,0,False,0.0000
snutste,1,0,False,0.0000
snyeden,1,0,False,0.0000
so,1,13584,True,0.7938
soberheit,1,64,True,0.3482
sock,1,0,False,0.0000
sockende,1,0,False,0.0000
soekelic,1,0,False,0.0000
soere,1,4,True,0.1342
soeren,1,0,False,0.0000
soericheit,1,0,False,0.0000
soerichuoldelic,1,0,False,0.0000
soerichuoldich,1,0,False,0.0000
soerlicken,1,0,False,0.0000
soers,1,0,False,0.0000
soldens,1,0,False,0.0000
sollacelickheit,1,0,False,0.0000
sollacie,1,0,False,0.0000
sollaes,1,0,False,0.0000
sollas,1,0,False,0.0000
soloes,1,0,False,0.0000
somijghe,1,0,False,0.0000
sommeghe,1,26,True,0.2749
sommige,1,65,True,0.3495
sommighen,1,21,True,0.2578
sommijchgen,1,0,False,0.0000
sommijghen,1,0,False,0.0000
sommijgher,1,0,False,0.0000
sommyghe,1,3,True,0.1156
somtijt,1,67,True,0.3520
somwillen,1,0,False,0.0000
somyge,1,3,True,0.1156
somygen,1,0,False,0.0000
son,1,199,True,0.4420
sonderlingen,1,28,True,0.2809
songen,1,28,True,0.2809
sonne,1,406,True,0.5012
sorgden,1,0,False,0.0000
sorgdi,1,0,False,0.0000
sorghden,1,0,False,0.0000
sorghen,1,99,True,0.3841
sorichlick,1,0,False,0.0000
sorre,1,0,False,0.0000
spaden,1,3,True,0.1156
spaericheit,1,1,True,0.0578
spaerlixste,1,0,False,0.0000
spaert,1,49,True,0.3263
sparen,1,95,True,0.3807
spec,1,2,True,0.0916
speech,1,0,False,0.0000
spege,1,0,False,0.0000
spigel,1,39,True,0.3077
spijgellen,1,0,False,0.0000
spijnnen,1,0,False,0.0000
spijsen,1,70,True,0.3556
spittich,1,0,False,0.0000
spoel,1,10,True,0.2000
spoellende,1,0,False,0.0000
spoeten,1,0,False,0.0000
spoetten,1,0,False,0.0000
spollen,1,0,False,0.0000
sponnen,1,0,False,0.0000
sporkel,1,0,False,0.0000
spracken,1,1,True,0.0578
spraek,1,0,False,0.0000
spreckkynder,1,0,False,0.0000
sprecsusteren,1,0,False,0.0000
sprect,1,282,True,0.4709
sprekelick,1,0,False,0.0000
sprekende,1,83,True,0.3696
sprekijnge,1,0,False,0.0000
